envios	gan_sum	g1	g2	g3	g4	g5	gan_suavizada
534	6486000	7158000	6078000	6078000	6198000	6918000	
535	6483000	7155000	6075000	6075000	6195000	6915000	
536	6480000	7152000	6072000	6072000	6192000	6912000	
537	6525000	7149000	6189000	6069000	6309000	6909000	
538	6546000	7146000	6186000	6186000	6306000	6906000	
539	6543000	7143000	6183000	6183000	6303000	6903000	
540	6588000	7140000	6300000	6300000	6300000	6900000	
541	6585000	7137000	6297000	6297000	6297000	6897000	
542	6582000	7134000	6294000	6294000	6294000	6894000	
543	6603000	7131000	6291000	6291000	6291000	7011000	
544	6600000	7128000	6288000	6288000	6288000	7008000	
545	6597000	7125000	6285000	6285000	6285000	7005000	
546	6618000	7122000	6402000	6282000	6282000	7002000	
547	6639000	7119000	6399000	6399000	6279000	6999000	
548	6636000	7116000	6396000	6396000	6276000	6996000	
549	6633000	7113000	6393000	6393000	6273000	6993000	
550	6654000	7230000	6390000	6390000	6270000	6990000	
551	6675000	7227000	6387000	6387000	6267000	7107000	
552	6696000	7224000	6384000	6384000	6264000	7224000	
553	6693000	7221000	6381000	6381000	6261000	7221000	
554	6714000	7218000	6378000	6378000	6378000	7218000	
555	6711000	7215000	6375000	6375000	6375000	7215000	
556	6708000	7212000	6372000	6372000	6372000	7212000	
557	6729000	7209000	6489000	6369000	6369000	7209000	
558	6726000	7206000	6486000	6366000	6366000	7206000	
559	6771000	7203000	6603000	6363000	6483000	7203000	
560	6792000	7320000	6600000	6360000	6480000	7200000	
561	6789000	7317000	6597000	6357000	6477000	7197000	
562	6786000	7314000	6594000	6354000	6474000	7194000	
563	6783000	7311000	6591000	6351000	6471000	7191000	
564	6804000	7428000	6588000	6348000	6468000	7188000	
565	6825000	7425000	6705000	6345000	6465000	7185000	
566	6822000	7422000	6702000	6342000	6462000	7182000	
567	6819000	7419000	6699000	6339000	6459000	7179000	
568	6840000	7416000	6816000	6336000	6456000	7176000	
569	6837000	7413000	6813000	6333000	6453000	7173000	
570	6858000	7530000	6810000	6330000	6450000	7170000	
571	6903000	7647000	6927000	6327000	6447000	7167000	
572	6948000	7644000	6924000	6444000	6564000	7164000	
573	6969000	7641000	6921000	6561000	6561000	7161000	
574	6966000	7638000	6918000	6558000	6558000	7158000	
575	7011000	7635000	6915000	6675000	6675000	7155000	
576	7056000	7632000	7032000	6792000	6672000	7152000	
577	7053000	7629000	7029000	6789000	6669000	7149000	
578	7050000	7626000	7026000	6786000	6666000	7146000	
579	7095000	7623000	7143000	6783000	6783000	7143000	
580	7116000	7740000	7140000	6780000	6780000	7140000	
581	7137000	7857000	7137000	6777000	6777000	7137000	
582	7134000	7854000	7134000	6774000	6774000	7134000	
583	7179000	7971000	7251000	6771000	6771000	7131000	
584	7200000	7968000	7368000	6768000	6768000	7128000	
585	7221000	7965000	7365000	6765000	6765000	7245000	
586	7242000	7962000	7362000	6762000	6762000	7362000	
587	7263000	8079000	7359000	6759000	6759000	7359000	
588	7284000	8196000	7356000	6756000	6756000	7356000	
589	7281000	8193000	7353000	6753000	6753000	7353000	
590	7350000	8190000	7470000	6750000	6870000	7470000	
591	7347000	8187000	7467000	6747000	6867000	7467000	
592	7344000	8184000	7464000	6744000	6864000	7464000	
593	7365000	8181000	7581000	6741000	6861000	7461000	
594	7434000	8298000	7698000	6738000	6978000	7458000	
595	7431000	8295000	7695000	6735000	6975000	7455000	
596	7428000	8292000	7692000	6732000	6972000	7452000	
597	7425000	8289000	7689000	6729000	6969000	7449000	
598	7446000	8286000	7686000	6726000	7086000	7446000	
599	7443000	8283000	7683000	6723000	7083000	7443000	
600	7488000	8400000	7680000	6840000	7080000	7440000	
601	7533000	8517000	7677000	6837000	7077000	7557000	
602	7554000	8514000	7674000	6954000	7074000	7554000	
603	7551000	8511000	7671000	6951000	7071000	7551000	
604	7572000	8508000	7668000	6948000	7068000	7668000	
605	7593000	8505000	7665000	7065000	7065000	7665000	
606	7590000	8502000	7662000	7062000	7062000	7662000	
607	7635000	8499000	7779000	7179000	7059000	7659000	
608	7656000	8496000	7776000	7176000	7176000	7656000	
609	7653000	8493000	7773000	7173000	7173000	7653000	
610	7650000	8490000	7770000	7170000	7170000	7650000	
611	7647000	8487000	7767000	7167000	7167000	7647000	
612	7668000	8484000	7764000	7164000	7284000	7644000	
613	7665000	8481000	7761000	7161000	7281000	7641000	
614	7662000	8478000	7758000	7158000	7278000	7638000	
615	7683000	8475000	7755000	7155000	7395000	7635000	
616	7680000	8472000	7752000	7152000	7392000	7632000	
617	7677000	8469000	7749000	7149000	7389000	7629000	
618	7674000	8466000	7746000	7146000	7386000	7626000	
619	7671000	8463000	7743000	7143000	7383000	7623000	
620	7692000	8460000	7740000	7140000	7380000	7740000	
621	7689000	8457000	7737000	7137000	7377000	7737000	
622	7710000	8454000	7734000	7254000	7374000	7734000	
623	7731000	8451000	7851000	7251000	7371000	7731000	
624	7752000	8448000	7848000	7248000	7488000	7728000	
625	7773000	8445000	7845000	7245000	7605000	7725000	
626	7770000	8442000	7842000	7242000	7602000	7722000	
627	7767000	8439000	7839000	7239000	7599000	7719000	
628	7764000	8436000	7836000	7236000	7596000	7716000	
629	7785000	8553000	7833000	7233000	7593000	7713000	
630	7830000	8550000	7950000	7350000	7590000	7710000	
631	7827000	8547000	7947000	7347000	7587000	7707000	
632	7848000	8544000	8064000	7344000	7584000	7704000	
633	7869000	8661000	8061000	7341000	7581000	7701000	
634	7890000	8658000	8058000	7338000	7698000	7698000	
635	7935000	8655000	8055000	7335000	7815000	7815000	
636	7956000	8652000	8172000	7332000	7812000	7812000	
637	7977000	8649000	8169000	7329000	7929000	7809000	
638	7998000	8646000	8166000	7326000	8046000	7806000	
639	8019000	8643000	8283000	7323000	8043000	7803000	
640	8040000	8640000	8400000	7320000	8040000	7800000	
641	8061000	8757000	8397000	7317000	8037000	7797000	
642	8082000	8754000	8394000	7434000	8034000	7794000	
643	8079000	8751000	8391000	7431000	8031000	7791000	
644	8100000	8748000	8508000	7428000	8028000	7788000	
645	8121000	8865000	8505000	7425000	8025000	7785000	
646	8142000	8862000	8502000	7542000	8022000	7782000	
647	8187000	8859000	8499000	7659000	8139000	7779000	
648	8208000	8976000	8496000	7656000	8136000	7776000	
649	8205000	8973000	8493000	7653000	8133000	7773000	
650	8250000	9090000	8490000	7650000	8250000	7770000	
651	8271000	9087000	8487000	7767000	8247000	7767000	
652	8316000	9084000	8484000	7884000	8244000	7884000	
653	8313000	9081000	8481000	7881000	8241000	7881000	
654	8310000	9078000	8478000	7878000	8238000	7878000	
655	8331000	9075000	8475000	7875000	8235000	7995000	
656	8328000	9072000	8472000	7872000	8232000	7992000	
657	8349000	9069000	8469000	7989000	8229000	7989000	
658	8346000	9066000	8466000	7986000	8226000	7986000	
659	8343000	9063000	8463000	7983000	8223000	7983000	
660	8364000	9060000	8460000	8100000	8220000	7980000	
661	8361000	9057000	8457000	8097000	8217000	7977000	
662	8382000	9054000	8574000	8094000	8214000	7974000	
663	8379000	9051000	8571000	8091000	8211000	7971000	
664	8400000	9168000	8568000	8088000	8208000	7968000	
665	8421000	9165000	8565000	8085000	8205000	8085000	
666	8442000	9282000	8562000	8082000	8202000	8082000	
667	8439000	9279000	8559000	8079000	8199000	8079000	
668	8460000	9276000	8556000	8076000	8316000	8076000	
669	8505000	9273000	8553000	8193000	8433000	8073000	
670	8526000	9270000	8550000	8190000	8550000	8070000	
671	8523000	9267000	8547000	8187000	8547000	8067000	
672	8520000	9264000	8544000	8184000	8544000	8064000	
673	8565000	9261000	8541000	8181000	8661000	8181000	
674	8586000	9258000	8538000	8298000	8658000	8178000	
675	8583000	9255000	8535000	8295000	8655000	8175000	
676	8652000	9372000	8652000	8292000	8772000	8172000	
677	8649000	9369000	8649000	8289000	8769000	8169000	
678	8694000	9366000	8766000	8286000	8886000	8166000	
679	8691000	9363000	8763000	8283000	8883000	8163000	
680	8688000	9360000	8760000	8280000	8880000	8160000	
681	8685000	9357000	8757000	8277000	8877000	8157000	
682	8682000	9354000	8754000	8274000	8874000	8154000	
683	8679000	9351000	8751000	8271000	8871000	8151000	
684	8772000	9468000	8748000	8388000	8988000	8268000	
685	8817000	9465000	8865000	8385000	9105000	8265000	
686	8814000	9462000	8862000	8382000	9102000	8262000	
687	8835000	9579000	8859000	8379000	9099000	8259000	
688	8832000	9576000	8856000	8376000	9096000	8256000	
689	8853000	9693000	8853000	8373000	9093000	8253000	
690	8874000	9810000	8850000	8370000	9090000	8250000	
691	8895000	9807000	8847000	8367000	9207000	8247000	
692	8916000	9804000	8964000	8364000	9204000	8244000	
693	8913000	9801000	8961000	8361000	9201000	8241000	
694	8958000	9798000	9078000	8358000	9198000	8358000	
695	8955000	9795000	9075000	8355000	9195000	8355000	
696	8976000	9792000	9072000	8472000	9192000	8352000	
697	9045000	9909000	9069000	8589000	9189000	8469000	
698	9090000	9906000	9186000	8586000	9306000	8466000	
699	9135000	9903000	9183000	8703000	9303000	8583000	
700	9132000	9900000	9180000	8700000	9300000	8580000	
701	9153000	9897000	9177000	8817000	9297000	8577000	
702	9222000	9894000	9174000	8934000	9414000	8694000	
703	9219000	9891000	9171000	8931000	9411000	8691000	
704	9264000	10008000	9168000	9048000	9408000	8688000	
705	9261000	10005000	9165000	9045000	9405000	8685000	
706	9282000	10122000	9162000	9042000	9402000	8682000	
707	9303000	10119000	9159000	9039000	9519000	8679000	
708	9300000	10116000	9156000	9036000	9516000	8676000	
709	9297000	10113000	9153000	9033000	9513000	8673000	
710	9294000	10110000	9150000	9030000	9510000	8670000	
711	9363000	10227000	9267000	9027000	9507000	8787000	
712	9360000	10224000	9264000	9024000	9504000	8784000	
713	9357000	10221000	9261000	9021000	9501000	8781000	
714	9354000	10218000	9258000	9018000	9498000	8778000	
715	9375000	10215000	9255000	9135000	9495000	8775000	
716	9372000	10212000	9252000	9132000	9492000	8772000	
717	9417000	10209000	9249000	9249000	9609000	8769000	
718	9438000	10206000	9246000	9246000	9606000	8886000	
719	9435000	10203000	9243000	9243000	9603000	8883000	
720	9480000	10200000	9360000	9240000	9600000	9e+06	
721	9501000	10197000	9477000	9237000	9597000	8997000	
722	9522000	10194000	9474000	9354000	9594000	8994000	
723	9567000	10311000	9471000	9471000	9591000	8991000	
724	9564000	10308000	9468000	9468000	9588000	8988000	
725	9585000	10305000	9465000	9585000	9585000	8985000	
726	9606000	10302000	9582000	9582000	9582000	8982000	
727	9627000	10299000	9579000	9699000	9579000	8979000	
728	9696000	10416000	9696000	9696000	9576000	9096000	
729	9693000	10413000	9693000	9693000	9573000	9093000	
730	9690000	10410000	9690000	9690000	9570000	9090000	
731	9687000	10407000	9687000	9687000	9567000	9087000	
732	9732000	10524000	9684000	9684000	9684000	9084000	
733	9729000	10521000	9681000	9681000	9681000	9081000	
734	9726000	10518000	9678000	9678000	9678000	9078000	
735	9723000	10515000	9675000	9675000	9675000	9075000	
736	9720000	10512000	9672000	9672000	9672000	9072000	
737	9717000	10509000	9669000	9669000	9669000	9069000	
738	9738000	10506000	9786000	9666000	9666000	9066000	
739	9783000	10623000	9903000	9663000	9663000	9063000	
740	9804000	10620000	9900000	9660000	9660000	9180000	
741	9825000	10617000	10017000	9657000	9657000	9177000	
742	9822000	10614000	10014000	9654000	9654000	9174000	
743	9819000	10611000	10011000	9651000	9651000	9171000	
744	9816000	10608000	10008000	9648000	9648000	9168000	
745	9837000	10605000	10125000	9645000	9645000	9165000	
746	9834000	10602000	10122000	9642000	9642000	9162000	
747	9855000	10599000	10239000	9639000	9639000	9159000	
748	9852000	10596000	10236000	9636000	9636000	9156000	
749	9873000	10713000	10233000	9633000	9633000	9153000	
750	9918000	10830000	10230000	9630000	9750000	9150000	
751	9915000	10827000	10227000	9627000	9747000	9147000	
752	9960000	10824000	10344000	9624000	9864000	9144000	
753	9981000	10821000	10341000	9741000	9861000	9141000	
754	10002000	10818000	10338000	9858000	9858000	9138000	
755	10023000	10935000	10335000	9855000	9855000	9135000	
756	10020000	10932000	10332000	9852000	9852000	9132000	
757	10041000	10929000	10329000	9969000	9849000	9129000	
758	10086000	11046000	10326000	9966000	9846000	9246000	
759	10083000	11043000	10323000	9963000	9843000	9243000	
760	10104000	11040000	10320000	9960000	9840000	9360000	
761	10101000	11037000	10317000	9957000	9837000	9357000	
762	10122000	11034000	10314000	10074000	9834000	9354000	
763	10119000	11031000	10311000	10071000	9831000	9351000	
764	10140000	11028000	10308000	10068000	9948000	9348000	
765	10161000	11025000	10305000	10065000	10065000	9345000	
766	10158000	11022000	10302000	10062000	10062000	9342000	
767	10179000	11019000	10299000	10059000	10059000	9459000	
768	10176000	11016000	10296000	10056000	10056000	9456000	
769	10197000	11013000	10293000	10053000	10173000	9453000	
770	10194000	11010000	10290000	10050000	10170000	9450000	
771	10215000	11007000	10407000	10047000	10167000	9447000	
772	10236000	11004000	10404000	10044000	10164000	9564000	
773	10233000	11001000	10401000	10041000	10161000	9561000	
774	10254000	10998000	10398000	10038000	10278000	9558000	
775	10275000	10995000	10515000	10035000	10275000	9555000	
776	10296000	10992000	10512000	10032000	10272000	9672000	
777	10317000	11109000	10509000	10029000	10269000	9669000	
778	10314000	11106000	10506000	10026000	10266000	9666000	
779	10359000	11223000	10503000	10023000	10263000	9783000	
780	10380000	11220000	10500000	10140000	10260000	9780000	
781	10401000	11217000	10497000	10137000	10257000	9897000	
782	10398000	11214000	10494000	10134000	10254000	9894000	
783	10395000	11211000	10491000	10131000	10251000	9891000	
784	10416000	11208000	10488000	10128000	10248000	10008000	
785	10437000	11325000	10485000	10125000	10245000	10005000	
786	10434000	11322000	10482000	10122000	10242000	10002000	
787	10431000	11319000	10479000	10119000	10239000	9999000	
788	10452000	11316000	10476000	10116000	10236000	10116000	
789	10449000	11313000	10473000	10113000	10233000	10113000	
790	10470000	11310000	10470000	10110000	10350000	10110000	
791	10491000	11307000	10467000	10227000	10347000	10107000	
792	10488000	11304000	10464000	10224000	10344000	10104000	
793	10485000	11301000	10461000	10221000	10341000	10101000	
794	10506000	11298000	10458000	10218000	10458000	10098000	
795	10527000	11295000	10455000	10215000	10575000	10095000	
796	10572000	11292000	10572000	10212000	10572000	10212000	
797	10593000	11289000	10569000	10329000	10569000	10209000	
798	10614000	11286000	10566000	10446000	10566000	10206000	
799	10611000	11283000	10563000	10443000	10563000	10203000	
800	10632000	11280000	10560000	10560000	10560000	10200000	
801	10653000	11277000	10557000	10557000	10677000	10197000	
802	10650000	11274000	10554000	10554000	10674000	10194000	
803	10695000	11391000	10551000	10551000	10791000	10191000	
804	10716000	11508000	10548000	10548000	10788000	10188000	
805	10713000	11505000	10545000	10545000	10785000	10185000	
806	10710000	11502000	10542000	10542000	10782000	10182000	
807	10731000	11499000	10659000	10539000	10779000	10179000	
808	10728000	11496000	10656000	10536000	10776000	10176000	
809	10725000	11493000	10653000	10533000	10773000	10173000	
810	10722000	11490000	10650000	10530000	10770000	10170000	
811	10767000	11607000	10647000	10527000	10767000	10287000	
812	10764000	11604000	10644000	10524000	10764000	10284000	
813	10785000	11601000	10641000	10521000	10881000	10281000	
814	10806000	11598000	10638000	10518000	10878000	10398000	
815	10827000	11595000	10635000	10635000	10875000	10395000	
816	10824000	11592000	10632000	10632000	10872000	10392000	
817	10845000	11589000	10629000	10629000	10869000	10509000	
818	10866000	11706000	10626000	10626000	10866000	10506000	
819	10863000	11703000	10623000	10623000	10863000	10503000	
820	10884000	11700000	10620000	10740000	10860000	10500000	
821	10881000	11697000	10617000	10737000	10857000	10497000	
822	10902000	11694000	10614000	10734000	10854000	10614000	
823	10923000	11691000	10611000	10731000	10851000	10731000	
824	10968000	11688000	10608000	10728000	10968000	10848000	
825	11013000	11805000	10605000	10845000	10965000	10845000	
826	11010000	11802000	10602000	10842000	10962000	10842000	
827	11007000	11799000	10599000	10839000	10959000	10839000	
828	11076000	11796000	10716000	10956000	10956000	10956000	
829	11073000	11793000	10713000	10953000	10953000	10953000	
830	11070000	11790000	10710000	10950000	10950000	10950000	
831	11091000	11787000	10707000	10947000	11067000	10947000	
832	11088000	11784000	10704000	10944000	11064000	10944000	
833	11085000	11781000	10701000	10941000	11061000	10941000	
834	11082000	11778000	10698000	10938000	11058000	10938000	
835	11079000	11775000	10695000	10935000	11055000	10935000	
836	11124000	11772000	10812000	10932000	11172000	10932000	
837	11169000	11889000	10929000	10929000	11169000	10929000	
838	11166000	11886000	10926000	10926000	11166000	10926000	
839	11187000	12003000	10923000	10923000	11163000	10923000	
840	11208000	1.2e+07	10920000	10920000	11280000	10920000	
841	11205000	11997000	10917000	10917000	11277000	10917000	
842	11226000	11994000	10914000	10914000	11274000	11034000	
843	11295000	11991000	11031000	10911000	11391000	11151000	
844	11292000	11988000	11028000	10908000	11388000	11148000	
845	11289000	11985000	11025000	10905000	11385000	11145000	
846	11334000	12102000	11022000	11022000	11382000	11142000	
847	11355000	12099000	11019000	11139000	11379000	11139000	
848	11376000	12096000	11016000	11136000	11496000	11136000	
849	11397000	12093000	11013000	11133000	11493000	11253000	
850	11466000	12090000	11130000	11250000	11610000	11250000	
851	11463000	12087000	11127000	11247000	11607000	11247000	
852	11460000	12084000	11124000	11244000	11604000	11244000	
853	11481000	12081000	11241000	11241000	11601000	11241000	
